No,torch_tf_max_diff,torch_tf_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,channels,model,fail_time
353,1.79E-07,2.70E-08,1.79E-07,2.85E-08,2.38E-07,3.78E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:3 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:7 operator:11  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:6 operator:12  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,239
355,1.79E-07,2.89E-08,1.79E-07,2.96E-08,2.38E-07,3.95E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:6 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,240
356,1.79E-07,2.56E-08,1.79E-07,2.85E-08,2.38E-07,3.62E-08,0:1 1:1 2:1 3:2 4:3 5:4 6:5 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:17  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:4 operator:17  from:1 to:6 operator:12  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,240
357,1.79E-07,2.82E-08,1.79E-07,3.00E-08,2.38E-07,4.01E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:0 to:7 operator:13  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:6 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,240
364,1.79E-07,2.83E-08,1.79E-07,2.92E-08,2.98E-07,4.04E-08,0:1 1:1 2:2 3:4 4:4 5:5 6:5 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:2 operator:12  from:0 to:3 operator:11  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,246
372,1.79E-07,3.22E-08,1.79E-07,3.45E-08,2.98E-07,4.46E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:10  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,253
373,1.79E-07,3.06E-08,1.79E-07,3.05E-08,2.38E-07,4.21E-08,0:1 1:1 2:1 3:3 4:3 5:3 6:3 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,253
376,1.79E-07,2.33E-08,1.79E-07,3.01E-08,2.38E-07,3.51E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:17  from:0 to:5 operator:10  from:0 to:7 operator:13  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:6 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,255
379,1.79E-07,2.88E-08,1.19E-07,2.88E-08,2.38E-07,4.07E-08,0:1 1:1 2:1 3:3 4:3 5:3 6:3 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:7 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,257
381,1.79E-07,2.75E-08,1.79E-07,2.99E-08,2.38E-07,3.91E-08,0:1 1:1 2:2 3:3 4:3 5:3 6:4 7:7 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:6 operator:12  from:1 to:7 operator:10  from:1 to:8 operator:13  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,258
383,1.79E-07,2.68E-08,1.79E-07,2.85E-08,2.38E-07,3.82E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:2 7:4 8:4 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:7 operator:-1  from:1 to:9 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,259
384,1.79E-07,2.69E-09,2.38E-07,4.13E-09,2.38E-07,5.23E-09,0:1 1:1 2:1 3:1 4:3 5:5 6:5 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:3 to:5 operator:13  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:8  ,259
385,1.79E-07,3.34E-08,1.79E-07,3.30E-08,2.38E-07,4.76E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:2 7:3 8:5 9:5 ,from:0 to:1 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,259
387,1.79E-07,2.35E-08,1.79E-07,2.96E-08,2.38E-07,3.49E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:10  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:10  ,260
394,1.79E-07,4.28E-09,1.19E-07,6.79E-09,2.38E-07,8.32E-09,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:8  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,266
397,2.38E-07,2.77E-08,1.79E-07,2.89E-08,2.38E-07,3.94E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:4 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:6 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:7 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,268
403,1.79E-07,2.97E-08,1.79E-07,3.05E-08,2.38E-07,4.13E-08,0:1 1:1 2:1 3:3 4:3 5:5 6:5 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:11  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:5 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,273
404,1.79E-07,3.34E-08,1.79E-07,3.44E-08,2.98E-07,4.63E-08,0:1 1:1 2:1 3:2 4:3 5:4 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:10  from:0 to:4 operator:16  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,273
405,1.79E-07,3.00E-08,1.79E-07,3.01E-08,2.38E-07,4.24E-08,0:1 1:1 2:1 3:3 4:3 5:6 6:6 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,273
406,1.79E-07,2.90E-08,1.79E-07,3.01E-08,2.38E-07,4.05E-08,0:1 1:1 2:1 3:3 4:4 5:6 6:6 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:11  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:5 operator:10  from:2 to:3 operator:-1  from:2 to:4 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,273
410,1.79E-07,2.87E-08,1.79E-07,2.94E-08,2.38E-07,4.03E-08,0:1 1:1 2:1 3:2 4:3 5:4 6:5 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:4  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:4 operator:17  from:1 to:6 operator:12  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,276
416,1.19E-07,2.19E-08,1.19E-07,1.40E-08,1.19E-07,2.46E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:16  ,281
421,1.79E-07,1.97E-08,1.79E-07,1.90E-08,2.38E-07,2.75E-08,0:1 1:1 2:1 3:3 4:3 5:5 6:5 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:11  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:5 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:8  from:8 to:9 operator:10  ,285
424,1.79E-07,3.10E-08,1.79E-07,3.29E-08,2.38E-07,4.37E-08,0:1 1:1 2:1 3:2 4:3 5:4 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:10  from:0 to:4 operator:16  from:0 to:5 operator:10  from:0 to:7 operator:11  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,287
425,1.79E-07,2.63E-08,1.79E-07,2.95E-08,2.38E-07,3.75E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:1 to:4 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,287
428,1.79E-07,2.66E-08,1.79E-07,2.85E-08,2.98E-07,3.82E-08,0:1 1:1 2:2 3:4 4:4 5:5 6:5 7:8 8:9 9:9 ,from:0 to:1 operator:-1  from:0 to:2 operator:12  from:0 to:3 operator:11  from:0 to:5 operator:10  from:0 to:7 operator:16  from:0 to:8 operator:17  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,289
430,1.79E-07,2.80E-08,1.19E-07,2.85E-08,2.38E-07,3.76E-08,0:1 1:1 2:1 3:2 4:2 5:4 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,290
432,2.98E-07,1.02E-08,2.38E-07,2.52E-08,2.38E-07,2.67E-08,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:2 8:2 9:2 ,from:0 to:1 operator:-1  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,291
434,1.79E-07,2.27E-08,1.79E-07,2.82E-08,2.38E-07,3.42E-08,0:1 1:1 2:2 3:3 4:4 5:5 6:6 7:9 8:9 9:9 ,from:0 to:1 operator:-1  from:0 to:2 operator:5  from:0 to:5 operator:17  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:4 operator:17  from:1 to:6 operator:12  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,292
443,2.38E-07,2.78E-08,1.79E-07,3.01E-08,2.38E-07,3.96E-08,0:1 1:1 2:1 3:2 4:2 5:4 6:5 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:0 to:7 operator:13  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:5 operator:-1  from:1 to:6 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,300
446,1.79E-07,2.86E-08,1.79E-07,3.14E-08,2.38E-07,4.05E-08,0:1 1:1 2:1 3:3 4:3 5:4 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:11  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:13  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,302
451,1.79E-07,2.87E-08,1.79E-07,2.92E-08,2.38E-07,3.99E-08,0:1 1:1 2:1 3:3 4:3 5:4 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:12  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,306
457,1.79E-07,2.93E-08,1.79E-07,3.08E-08,2.38E-07,4.09E-08,0:1 1:1 2:1 3:2 4:3 5:4 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:4 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,311
459,1.79E-07,2.51E-08,2.68E-07,3.66E-08,2.38E-07,4.10E-08,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:13  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,312
460,1.79E-07,3.06E-08,1.79E-07,3.12E-08,2.38E-07,4.26E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:0 to:7 operator:13  from:1 to:2 operator:-1  from:1 to:3 operator:4  from:1 to:6 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,312
467,2.38E-07,2.77E-08,1.79E-07,2.96E-08,2.38E-07,3.96E-08,0:1 1:1 2:1 3:3 4:4 5:5 6:5 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:12  from:0 to:4 operator:9  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,318
469,2.38E-07,2.88E-08,1.79E-07,2.97E-08,2.38E-07,4.04E-08,0:1 1:1 2:2 3:4 4:4 5:5 6:5 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:2 operator:12  from:0 to:3 operator:-1  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,319
470,1.79E-07,2.81E-08,1.79E-07,3.18E-08,2.38E-07,3.91E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:4 8:5 9:5 ,from:0 to:1 operator:10  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:11  from:2 to:7 operator:-1  from:2 to:8 operator:17  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,319
473,1.79E-07,2.69E-09,2.38E-07,4.30E-09,2.38E-07,5.33E-09,0:1 1:1 2:1 3:1 4:3 5:5 6:5 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:3 to:5 operator:8  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:8  ,321
475,2.98E-07,6.47E-09,4.77E-07,4.09E-08,4.77E-07,4.19E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,322
477,1.79E-07,1.17E-08,2.38E-07,2.75E-08,2.38E-07,3.04E-08,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:5  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:13  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,323
478,2.38E-07,6.65E-09,4.77E-07,3.88E-08,4.77E-07,3.93E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:-1  ,323
483,1.79E-07,2.69E-08,1.79E-07,2.91E-08,2.38E-07,3.77E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:4 8:5 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:1 to:4 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:2 to:8 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,327
484,1.79E-07,1.11E-08,4.77E-07,2.03E-08,4.77E-07,2.54E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:5 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:3 to:7 operator:16  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,327
490,1.19E-07,7.98E-09,1.79E-07,1.64E-08,1.79E-07,1.78E-08,0:1 1:1 2:1 3:2 4:3 5:4 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:4 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:5  ,332
493,1.79E-07,2.36E-08,1.79E-07,2.58E-08,2.38E-07,3.32E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:10  from:0 to:5 operator:10  from:1 to:2 operator:8  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,334
494,1.19E-07,2.72E-09,2.38E-07,1.16E-08,2.38E-07,1.20E-08,0:1 1:1 2:1 3:1 4:3 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:11  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:-1  ,334
496,1.79E-07,7.63E-09,1.79E-07,6.77E-09,2.38E-07,1.03E-08,0:1 1:1 2:1 3:1 4:3 5:5 6:5 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:3 to:5 operator:16  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:8  ,335
498,1.79E-07,2.81E-08,1.79E-07,2.90E-08,1.79E-07,4.00E-08,0:1 1:1 2:1 3:3 4:3 5:6 6:7 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:6 operator:8  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:3 operator:-1  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:9  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,336
502,2.98E-07,6.76E-09,4.77E-07,5.30E-08,4.77E-07,5.45E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,339
506,2.98E-07,7.82E-09,2.38E-07,2.21E-08,2.38E-07,2.31E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:13  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,342
